state,county,candidate,party,votes,won
Vermont,Newport Town,Kevin Hoyt,IND,18,FALSE
Vermont,Newport Town,Michael DeVost,IND,6,FALSE
Vermont,Newport Town,Charly Dickerson,UNA,5,FALSE
Vermont,Newport Town,Emily Peyton,TM,4,FALSE
Vermont,Newport Town, Write-ins,WRI,4,FALSE
Vermont,Newport Town,Wayne Billado,IND,1,FALSE
Vermont,Newport Town,Erynn Whitney,IND,1,FALSE
Vermont,Northfield,Phil Scott,REP,1891,TRUE
Vermont,Northfield,David Zuckerman,DEM,474,FALSE
Vermont,Northfield,Emily Peyton,TM,22,FALSE
Vermont,Northfield,Kevin Hoyt,IND,19,FALSE
Vermont,Northfield,Charly Dickerson,UNA,12,FALSE
Vermont,Northfield, Write-ins,WRI,11,FALSE
Vermont,Northfield,Wayne Billado,IND,10,FALSE
Vermont,Northfield,Erynn Whitney,IND,5,FALSE
Vermont,Northfield,Michael DeVost,IND,4,FALSE
Vermont,North Hero,Phil Scott,REP,556,TRUE
Vermont,North Hero,David Zuckerman,DEM,135,FALSE
Vermont,North Hero,Emily Peyton,TM,6,FALSE
Vermont,North Hero,Wayne Billado,IND,1,FALSE
Vermont,North Hero,Erynn Whitney,IND,1,FALSE
Vermont,North Hero, Write-ins,WRI,1,FALSE
Vermont,North Hero,Michael DeVost,IND,0,FALSE
Vermont,North Hero,Charly Dickerson,UNA,0,FALSE
Vermont,North Hero,Kevin Hoyt,IND,0,FALSE
Vermont,Norton,Phil Scott,REP,83,TRUE
Vermont,Norton,David Zuckerman,DEM,18,FALSE
Vermont,Norton,Michael DeVost,IND,4,FALSE
Vermont,Norton,Kevin Hoyt,IND,1,FALSE
Vermont,Norton,Wayne Billado,IND,0,FALSE
Vermont,Norton,Charly Dickerson,UNA,0,FALSE
Vermont,Norton,Emily Peyton,TM,0,FALSE
Vermont,Norton,Erynn Whitney,IND,0,FALSE
Vermont,Norton, Write-ins,WRI,0,FALSE
Vermont,Barton,Phil Scott,REP,931,TRUE
Vermont,Barton,David Zuckerman,DEM,257,FALSE
Vermont,Barton,Michael DeVost,IND,23,FALSE
Vermont,Barton, Write-ins,WRI,23,FALSE
Vermont,Barton,Emily Peyton,TM,12,FALSE
Vermont,Barton,Kevin Hoyt,IND,11,FALSE
Vermont,Barton,Wayne Billado,IND,7,FALSE
Vermont,Barton,Erynn Whitney,IND,5,FALSE
Vermont,Barton,Charly Dickerson,UNA,1,FALSE
Vermont,Norwich,Phil Scott,REP,1307,TRUE
Vermont,Norwich,David Zuckerman,DEM,1143,FALSE
Vermont,Norwich,Charly Dickerson,UNA,9,FALSE
Vermont,Norwich,Emily Peyton,TM,9,FALSE
Vermont,Norwich, Write-ins,WRI,8,FALSE
Vermont,Norwich,Erynn Whitney,IND,7,FALSE
Vermont,Norwich,Kevin Hoyt,IND,4,FALSE
Vermont,Norwich,Wayne Billado,IND,2,FALSE
Vermont,Norwich,Michael DeVost,IND,1,FALSE
Vermont,Orange,Phil Scott,REP,499,TRUE
Vermont,Orange,David Zuckerman,DEM,74,FALSE
Vermont,Orange,Kevin Hoyt,IND,17,FALSE
Vermont,Orange, Write-ins,WRI,7,FALSE
Vermont,Orange,Emily Peyton,TM,6,FALSE
Vermont,Orange,Charly Dickerson,UNA,4,FALSE
Vermont,Orange,Wayne Billado,IND,3,FALSE
Vermont,Orange,Michael DeVost,IND,2,FALSE
Vermont,Orange,Erynn Whitney,IND,0,FALSE
Vermont,Orwell,Phil Scott,REP,593,TRUE
Vermont,Orwell,David Zuckerman,DEM,111,FALSE
Vermont,Orwell,Kevin Hoyt,IND,12,FALSE
Vermont,Orwell,Emily Peyton,TM,10,FALSE
Vermont,Orwell, Write-ins,WRI,5,FALSE
Vermont,Orwell,Erynn Whitney,IND,4,FALSE
Vermont,Orwell,Wayne Billado,IND,3,FALSE
Vermont,Orwell,Michael DeVost,IND,3,FALSE
Vermont,Orwell,Charly Dickerson,UNA,1,FALSE
Vermont,Panton,Phil Scott,REP,307,TRUE
Vermont,Panton,David Zuckerman,DEM,96,FALSE
Vermont,Panton,Erynn Whitney,IND,4,FALSE
Vermont,Panton,Kevin Hoyt,IND,3,FALSE
Vermont,Panton,Wayne Billado,IND,2,FALSE
Vermont,Panton, Write-ins,WRI,2,FALSE
Vermont,Panton,Michael DeVost,IND,1,FALSE
Vermont,Panton,Charly Dickerson,UNA,1,FALSE
Vermont,Panton,Emily Peyton,TM,1,FALSE
Vermont,Pawlet,Phil Scott,REP,571,TRUE
Vermont,Pawlet,David Zuckerman,DEM,270,FALSE
Vermont,Pawlet,Kevin Hoyt,IND,25,FALSE
Vermont,Pawlet,Erynn Whitney,IND,6,FALSE
Vermont,Pawlet,Emily Peyton,TM,3,FALSE
Vermont,Pawlet,Wayne Billado,IND,1,FALSE
Vermont,Pawlet,Michael DeVost,IND,0,FALSE
Vermont,Pawlet,Charly Dickerson,UNA,0,FALSE
Vermont,Pawlet, Write-ins,WRI,0,FALSE
Vermont,Peacham,Phil Scott,REP,365,TRUE
Vermont,Peacham,David Zuckerman,DEM,131,FALSE
Vermont,Peacham,Kevin Hoyt,IND,5,FALSE
Vermont,Peacham,Charly Dickerson,UNA,4,FALSE
Vermont,Peacham,Erynn Whitney,IND,4,FALSE
Vermont,Peacham,Emily Peyton,TM,3,FALSE
Vermont,Peacham,Michael DeVost,IND,2,FALSE
Vermont,Peacham, Write-ins,WRI,2,FALSE
Vermont,Peacham,Wayne Billado,IND,0,FALSE
Vermont,Peru,Phil Scott,REP,168,TRUE
Vermont,Peru,David Zuckerman,DEM,116,FALSE
Vermont,Peru,Emily Peyton,TM,5,FALSE
Vermont,Peru,Kevin Hoyt,IND,3,FALSE
Vermont,Peru,Charly Dickerson,UNA,2,FALSE
Vermont,Peru, Write-ins,WRI,1,FALSE
Vermont,Peru,Wayne Billado,IND,0,FALSE
Vermont,Peru,Michael DeVost,IND,0,FALSE
Vermont,Peru,Erynn Whitney,IND,0,FALSE
Vermont,Pittsfield,Phil Scott,REP,223,TRUE
Vermont,Pittsfield,David Zuckerman,DEM,94,FALSE
Vermont,Pittsfield, Write-ins,WRI,4,FALSE
Vermont,Pittsfield,Kevin Hoyt,IND,3,FALSE
Vermont,Pittsfield,Emily Peyton,TM,3,FALSE
Vermont,Pittsfield,Wayne Billado,IND,1,FALSE
Vermont,Pittsfield,Michael DeVost,IND,1,FALSE
Vermont,Pittsfield,Erynn Whitney,IND,1,FALSE
Vermont,Pittsfield,Charly Dickerson,UNA,0,FALSE
Vermont,Pittsford,Phil Scott,REP,1304,TRUE
Vermont,Pittsford,David Zuckerman,DEM,297,FALSE
Vermont,Pittsford,Emily Peyton,TM,29,FALSE
Vermont,Pittsford,Kevin Hoyt,IND,27,FALSE
Vermont,Pittsford, Write-ins,WRI,27,FALSE
Vermont,Pittsford,Erynn Whitney,IND,13,FALSE
Vermont,Pittsford,Charly Dickerson,UNA,8,FALSE
Vermont,Pittsford,Wayne Billado,IND,4,FALSE
Vermont,Pittsford,Michael DeVost,IND,2,FALSE
Vermont,Plainfield,Phil Scott,REP,443,TRUE
Vermont,Plainfield,David Zuckerman,DEM,341,FALSE
Vermont,Plainfield,Emily Peyton,TM,7,FALSE
Vermont,Plainfield,Charly Dickerson,UNA,4,FALSE
Vermont,Plainfield,Kevin Hoyt,IND,4,FALSE
Vermont,Plainfield, Write-ins,WRI,4,FALSE
Vermont,Plainfield,Erynn Whitney,IND,3,FALSE
Vermont,Plainfield,Wayne Billado,IND,0,FALSE
Vermont,Plainfield,Michael DeVost,IND,0,FALSE
Vermont,Belvidere,Phil Scott,REP,139,TRUE
Vermont,Belvidere,David Zuckerman,DEM,28,FALSE
Vermont,Belvidere,Wayne Billado,IND,2,FALSE
Vermont,Belvidere,Emily Peyton,TM,2,FALSE
Vermont,Belvidere, Write-ins,WRI,2,FALSE
Vermont,Belvidere,Michael DeVost,IND,1,FALSE
Vermont,Belvidere,Charly Dickerson,UNA,1,FALSE
Vermont,Belvidere,Kevin Hoyt,IND,1,FALSE
Vermont,Belvidere,Erynn Whitney,IND,0,FALSE
Vermont,Plymouth,Phil Scott,REP,271,TRUE
Vermont,Plymouth,David Zuckerman,DEM,88,FALSE
Vermont,Plymouth,Kevin Hoyt,IND,4,FALSE
Vermont,Plymouth,Charly Dickerson,UNA,3,FALSE
Vermont,Plymouth,Erynn Whitney,IND,3,FALSE
Vermont,Plymouth,Michael DeVost,IND,1,FALSE
Vermont,Plymouth,Emily Peyton,TM,1,FALSE
Vermont,Plymouth,Wayne Billado,IND,0,FALSE
Vermont,Plymouth, Write-ins,WRI,0,FALSE
Vermont,Pomfret,Phil Scott,REP,469,TRUE
Vermont,Pomfret,David Zuckerman,DEM,188,FALSE
Vermont,Pomfret,Kevin Hoyt,IND,4,FALSE
Vermont,Pomfret, Write-ins,WRI,4,FALSE
Vermont,Pomfret,Michael DeVost,IND,2,FALSE
Vermont,Pomfret,Wayne Billado,IND,1,FALSE
Vermont,Pomfret,Erynn Whitney,IND,1,FALSE
Vermont,Pomfret,Charly Dickerson,UNA,0,FALSE
Vermont,Pomfret,Emily Peyton,TM,0,FALSE
Vermont,Poultney,Phil Scott,REP,1181,TRUE
Vermont,Poultney,David Zuckerman,DEM,360,FALSE
Vermont,Poultney,Kevin Hoyt,IND,30,FALSE
Vermont,Poultney, Write-ins,WRI,16,FALSE
Vermont,Poultney,Emily Peyton,TM,15,FALSE
Vermont,Poultney,Erynn Whitney,IND,13,FALSE
Vermont,Poultney,Michael DeVost,IND,7,FALSE
Vermont,Poultney,Charly Dickerson,UNA,4,FALSE
Vermont,Poultney,Wayne Billado,IND,3,FALSE
Vermont,Pownal,Phil Scott,REP,999,TRUE
Vermont,Pownal,David Zuckerman,DEM,457,FALSE
Vermont,Pownal,Kevin Hoyt,IND,209,FALSE
Vermont,Pownal,Erynn Whitney,IND,32,FALSE
Vermont,Pownal,Emily Peyton,TM,22,FALSE
Vermont,Pownal,Wayne Billado,IND,7,FALSE
Vermont,Pownal,Michael DeVost,IND,7,FALSE
Vermont,Pownal,Charly Dickerson,UNA,7,FALSE
Vermont,Pownal, Write-ins,WRI,2,FALSE
Vermont,Proctor,Phil Scott,REP,732,TRUE
Vermont,Proctor,David Zuckerman,DEM,178,FALSE
Vermont,Proctor,Kevin Hoyt,IND,10,FALSE
Vermont,Proctor,Emily Peyton,TM,10,FALSE
Vermont,Proctor,Wayne Billado,IND,5,FALSE
Vermont,Proctor,Erynn Whitney,IND,5,FALSE
Vermont,Proctor,Michael DeVost,IND,4,FALSE
Vermont,Proctor, Write-ins,WRI,4,FALSE
Vermont,Proctor,Charly Dickerson,UNA,2,FALSE
Vermont,Putney,David Zuckerman,DEM,805,TRUE
Vermont,Putney,Phil Scott,REP,592,FALSE
Vermont,Putney,Emily Peyton,TM,53,FALSE
Vermont,Putney,Kevin Hoyt,IND,13,FALSE
Vermont,Putney,Erynn Whitney,IND,9,FALSE
Vermont,Putney, Write-ins,WRI,5,FALSE
Vermont,Putney,Michael DeVost,IND,4,FALSE
Vermont,Putney,Wayne Billado,IND,3,FALSE
Vermont,Putney,Charly Dickerson,UNA,3,FALSE
Vermont,Randolph,Phil Scott,REP,1866,TRUE
Vermont,Randolph,David Zuckerman,DEM,628,FALSE
Vermont,Randolph,Kevin Hoyt,IND,19,FALSE
Vermont,Randolph,Emily Peyton,TM,17,FALSE
Vermont,Randolph, Write-ins,WRI,15,FALSE
Vermont,Randolph,Charly Dickerson,UNA,13,FALSE
Vermont,Randolph,Erynn Whitney,IND,11,FALSE
Vermont,Randolph,Wayne Billado,IND,8,FALSE
Vermont,Randolph,Michael DeVost,IND,6,FALSE
Vermont,Reading,Phil Scott,REP,308,TRUE
Vermont,Reading,David Zuckerman,DEM,123,FALSE
Vermont,Reading,Kevin Hoyt,IND,3,FALSE
Vermont,Reading,Emily Peyton,TM,3,FALSE
Vermont,Reading,Charly Dickerson,UNA,1,FALSE
Vermont,Reading, Write-ins,WRI,1,FALSE
Vermont,Reading,Wayne Billado,IND,0,FALSE
Vermont,Reading,Michael DeVost,IND,0,FALSE
Vermont,Reading,Erynn Whitney,IND,0,FALSE
Vermont,Readsboro,Phil Scott,REP,249,TRUE
Vermont,Readsboro,David Zuckerman,DEM,123,FALSE
Vermont,Readsboro,Kevin Hoyt,IND,27,FALSE
Vermont,Readsboro,Emily Peyton,TM,7,FALSE
Vermont,Readsboro,Michael DeVost,IND,3,FALSE
Vermont,Readsboro,Charly Dickerson,UNA,3,FALSE
Vermont,Readsboro,Wayne Billado,IND,2,FALSE
Vermont,Readsboro,Erynn Whitney,IND,2,FALSE
Vermont,Readsboro, Write-ins,WRI,0,FALSE
Vermont,Richford,Phil Scott,REP,674,TRUE
Vermont,Richford,David Zuckerman,DEM,172,FALSE
Vermont,Richford,Kevin Hoyt,IND,22,FALSE
Vermont,Richford,Wayne Billado,IND,20,FALSE
Vermont,Richford,Emily Peyton,TM,13,FALSE
Vermont,Richford,Michael DeVost,IND,10,FALSE
Vermont,Richford,Erynn Whitney,IND,7,FALSE
Vermont,Richford, Write-ins,WRI,5,FALSE
Vermont,Richford,Charly Dickerson,UNA,3,FALSE
Vermont,Bennington,Phil Scott,REP,3785,TRUE
Vermont,Bennington,David Zuckerman,DEM,2157,FALSE
Vermont,Bennington,Kevin Hoyt,IND,628,FALSE
Vermont,Bennington,Erynn Whitney,IND,134,FALSE
Vermont,Bennington,Emily Peyton,TM,89,FALSE
Vermont,Bennington,Wayne Billado,IND,29,FALSE
Vermont,Bennington,Michael DeVost,IND,28,FALSE
Vermont,Bennington, Write-ins,WRI,24,FALSE
Vermont,Bennington,Charly Dickerson,UNA,23,FALSE
Vermont,Richmond,Phil Scott,REP,1979,TRUE
Vermont,Richmond,David Zuckerman,DEM,895,FALSE
Vermont,Richmond,Kevin Hoyt,IND,11,FALSE
Vermont,Richmond,Emily Peyton,TM,9,FALSE
Vermont,Richmond,Wayne Billado,IND,7,FALSE
Vermont,Richmond,Erynn Whitney,IND,7,FALSE
Vermont,Richmond, Write-ins,WRI,5,FALSE
Vermont,Richmond,Michael DeVost,IND,4,FALSE
Vermont,Richmond,Charly Dickerson,UNA,1,FALSE
Vermont,Ripton,Phil Scott,REP,189,TRUE
Vermont,Ripton,David Zuckerman,DEM,165,FALSE
Vermont,Ripton,Emily Peyton,TM,3,FALSE
Vermont,Ripton,Wayne Billado,IND,1,FALSE
Vermont,Ripton,Charly Dickerson,UNA,1,FALSE
Vermont,Ripton,Erynn Whitney,IND,1,FALSE
Vermont,Ripton, Write-ins,WRI,1,FALSE
Vermont,Ripton,Michael DeVost,IND,0,FALSE
Vermont,Ripton,Kevin Hoyt,IND,0,FALSE
Vermont,Rochester,Phil Scott,REP,457,TRUE
Vermont,Rochester,David Zuckerman,DEM,239,FALSE
Vermont,Rochester,Emily Peyton,TM,8,FALSE
Vermont,Rochester,Kevin Hoyt,IND,6,FALSE
Vermont,Rochester,Wayne Billado,IND,4,FALSE
Vermont,Rochester,Erynn Whitney,IND,3,FALSE
Vermont,Rochester, Write-ins,WRI,3,FALSE
Vermont,Rochester,Charly Dickerson,UNA,2,FALSE
Vermont,Rochester,Michael DeVost,IND,0,FALSE
Vermont,Rockingham,Phil Scott,REP,1510,TRUE
Vermont,Rockingham,David Zuckerman,DEM,805,FALSE
Vermont,Rockingham,Emily Peyton,TM,64,FALSE
Vermont,Rockingham,Kevin Hoyt,IND,34,FALSE
Vermont,Rockingham,Erynn Whitney,IND,20,FALSE
Vermont,Rockingham,Charly Dickerson,UNA,10,FALSE
Vermont,Rockingham,Wayne Billado,IND,9,FALSE
Vermont,Rockingham,Michael DeVost,IND,8,FALSE
Vermont,Rockingham, Write-ins,WRI,6,FALSE
Vermont,Roxbury,Phil Scott,REP,308,TRUE
Vermont,Roxbury,David Zuckerman,DEM,107,FALSE
Vermont,Roxbury,Emily Peyton,TM,7,FALSE
Vermont,Roxbury,Kevin Hoyt,IND,4,FALSE
Vermont,Roxbury,Charly Dickerson,UNA,2,FALSE
Vermont,Roxbury,Wayne Billado,IND,1,FALSE
Vermont,Roxbury,Erynn Whitney,IND,1,FALSE
Vermont,Roxbury, Write-ins,WRI,1,FALSE
Vermont,Roxbury,Michael DeVost,IND,0,FALSE
Vermont,Royalton,Phil Scott,REP,1016,TRUE
Vermont,Royalton,David Zuckerman,DEM,371,FALSE
Vermont,Royalton,Kevin Hoyt,IND,27,FALSE
Vermont,Royalton,Emily Peyton,TM,16,FALSE
Vermont,Royalton, Write-ins,WRI,10,FALSE
Vermont,Royalton,Charly Dickerson,UNA,8,FALSE
Vermont,Royalton,Michael DeVost,IND,5,FALSE
Vermont,Royalton,Erynn Whitney,IND,5,FALSE
Vermont,Royalton,Wayne Billado,IND,4,FALSE
Vermont,Rupert,Phil Scott,REP,266,TRUE
Vermont,Rupert,David Zuckerman,DEM,136,FALSE
Vermont,Rupert,Kevin Hoyt,IND,11,FALSE
Vermont,Rupert, Write-ins,WRI,8,FALSE
Vermont,Rupert,Erynn Whitney,IND,6,FALSE
Vermont,Rupert,Emily Peyton,TM,3,FALSE
Vermont,Rupert,Michael DeVost,IND,2,FALSE
Vermont,Rupert,Wayne Billado,IND,0,FALSE
Vermont,Rupert,Charly Dickerson,UNA,0,FALSE
Vermont,Rutland,Phil Scott,REP,5668,TRUE
Vermont,Rutland,David Zuckerman,DEM,1778,FALSE
Vermont,Rutland,Kevin Hoyt,IND,116,FALSE
Vermont,Rutland,Emily Peyton,TM,108,FALSE
Vermont,Rutland, Write-ins,WRI,62,FALSE
Vermont,Rutland,Erynn Whitney,IND,55,FALSE
Vermont,Rutland,Michael DeVost,IND,31,FALSE
Vermont,Rutland,Charly Dickerson,UNA,27,FALSE
Vermont,Rutland,Wayne Billado,IND,26,FALSE
Vermont,Rutland Town,Phil Scott,REP,1970,TRUE
Vermont,Rutland Town,David Zuckerman,DEM,407,FALSE
Vermont,Rutland Town,Kevin Hoyt,IND,31,FALSE
Vermont,Rutland Town,Emily Peyton,TM,17,FALSE
Vermont,Rutland Town,Charly Dickerson,UNA,11,FALSE
Vermont,Rutland Town,Wayne Billado,IND,7,FALSE
Vermont,Rutland Town,Erynn Whitney,IND,7,FALSE
Vermont,Rutland Town, Write-ins,WRI,7,FALSE
Vermont,Rutland Town,Michael DeVost,IND,5,FALSE
Vermont,Ryegate,Phil Scott,REP,492,TRUE
Vermont,Ryegate,David Zuckerman,DEM,109,FALSE
Vermont,Ryegate,Kevin Hoyt,IND,13,FALSE
Vermont,Ryegate,Emily Peyton,TM,8,FALSE
Vermont,Ryegate,Charly Dickerson,UNA,5,FALSE
Vermont,Ryegate,Wayne Billado,IND,3,FALSE
Vermont,Ryegate,Michael DeVost,IND,3,FALSE
Vermont,Ryegate,Erynn Whitney,IND,3,FALSE
Vermont,Ryegate, Write-ins,WRI,2,FALSE
Vermont,Benson,Phil Scott,REP,414,TRUE
Vermont,Benson,David Zuckerman,DEM,99,FALSE
Vermont,Benson, Write-ins,WRI,26,FALSE
Vermont,Benson,Kevin Hoyt,IND,16,FALSE
Vermont,Benson,Erynn Whitney,IND,8,FALSE
Vermont,Benson,Emily Peyton,TM,7,FALSE
Vermont,Benson,Charly Dickerson,UNA,5,FALSE
Vermont,Benson,Wayne Billado,IND,2,FALSE
Vermont,Benson,Michael DeVost,IND,2,FALSE
Vermont,St. Albans,Phil Scott,REP,2144,TRUE
Vermont,St. Albans,David Zuckerman,DEM,713,FALSE
Vermont,St. Albans,Wayne Billado,IND,66,FALSE
Vermont,St. Albans,Emily Peyton,TM,43,FALSE
Vermont,St. Albans,Kevin Hoyt,IND,18,FALSE
Vermont,St. Albans,Michael DeVost,IND,11,FALSE
Vermont,St. Albans,Erynn Whitney,IND,10,FALSE
Vermont,St. Albans,Charly Dickerson,UNA,7,FALSE
Vermont,St. Albans, Write-ins,WRI,7,FALSE
Vermont,St. Albans Town,Phil Scott,REP,3028,TRUE
Vermont,St. Albans Town,David Zuckerman,DEM,579,FALSE
Vermont,St. Albans Town,Wayne Billado,IND,62,FALSE
Vermont,St. Albans Town,Emily Peyton,TM,33,FALSE
Vermont,St. Albans Town,Kevin Hoyt,IND,30,FALSE
Vermont,St. Albans Town, Write-ins,WRI,25,FALSE
Vermont,St. Albans Town,Erynn Whitney,IND,10,FALSE
Vermont,St. Albans Town,Michael DeVost,IND,7,FALSE
Vermont,St. Albans Town,Charly Dickerson,UNA,4,FALSE
Vermont,St. George,Phil Scott,REP,322,TRUE
Vermont,St. George,David Zuckerman,DEM,112,FALSE
Vermont,St. George,Kevin Hoyt,IND,3,FALSE
Vermont,St. George,Charly Dickerson,UNA,2,FALSE
Vermont,St. George,Emily Peyton,TM,2,FALSE
Vermont,St. George,Erynn Whitney,IND,2,FALSE
Vermont,St. George, Write-ins,WRI,2,FALSE
Vermont,St. George,Wayne Billado,IND,1,FALSE
Vermont,St. George,Michael DeVost,IND,1,FALSE
Vermont,St. Johnsbury,Phil Scott,REP,2312,TRUE
Vermont,St. Johnsbury,David Zuckerman,DEM,837,FALSE
Vermont,St. Johnsbury,Kevin Hoyt,IND,55,FALSE
Vermont,St. Johnsbury,Emily Peyton,TM,38,FALSE
Vermont,St. Johnsbury,Michael DeVost,IND,33,FALSE
Vermont,St. Johnsbury, Write-ins,WRI,21,FALSE
Vermont,St. Johnsbury,Charly Dickerson,UNA,19,FALSE
Vermont,St. Johnsbury,Erynn Whitney,IND,19,FALSE
Vermont,St. Johnsbury,Wayne Billado,IND,16,FALSE
Vermont,Salisbury,Phil Scott,REP,502,TRUE
Vermont,Salisbury,David Zuckerman,DEM,158,FALSE
Vermont,Salisbury,Emily Peyton,TM,4,FALSE
Vermont,Salisbury, Write-ins,WRI,4,FALSE
Vermont,Salisbury,Wayne Billado,IND,2,FALSE
Vermont,Salisbury,Michael DeVost,IND,2,FALSE
Vermont,Salisbury,Charly Dickerson,UNA,2,FALSE
Vermont,Salisbury,Kevin Hoyt,IND,2,FALSE
Vermont,Salisbury,Erynn Whitney,IND,2,FALSE
Vermont,Sandgate,Phil Scott,REP,136,TRUE
Vermont,Sandgate,David Zuckerman,DEM,84,FALSE
Vermont,Sandgate,Erynn Whitney,IND,13,FALSE
Vermont,Sandgate,Kevin Hoyt,IND,11,FALSE
Vermont,Sandgate,Emily Peyton,TM,2,FALSE
Vermont,Sandgate,Michael DeVost,IND,1,FALSE
Vermont,Sandgate,Charly Dickerson,UNA,1,FALSE
Vermont,Sandgate, Write-ins,WRI,1,FALSE
Vermont,Sandgate,Wayne Billado,IND,0,FALSE
Vermont,Searsburg,Phil Scott,REP,47,TRUE
Vermont,Searsburg,David Zuckerman,DEM,14,FALSE
Vermont,Searsburg,Kevin Hoyt,IND,1,FALSE
Vermont,Searsburg,Wayne Billado,IND,0,FALSE
Vermont,Searsburg,Michael DeVost,IND,0,FALSE
Vermont,Searsburg,Charly Dickerson,UNA,0,FALSE
Vermont,Searsburg,Emily Peyton,TM,0,FALSE
Vermont,Searsburg,Erynn Whitney,IND,0,FALSE
Vermont,Searsburg, Write-ins,WRI,0,FALSE
Vermont,Shaftsbury,Phil Scott,REP,1336,TRUE
Vermont,Shaftsbury,David Zuckerman,DEM,648,FALSE
Vermont,Shaftsbury,Kevin Hoyt,IND,144,FALSE
Vermont,Shaftsbury,Erynn Whitney,IND,33,FALSE
Vermont,Shaftsbury,Emily Peyton,TM,12,FALSE
Vermont,Shaftsbury,Charly Dickerson,UNA,8,FALSE
Vermont,Shaftsbury, Write-ins,WRI,7,FALSE
Vermont,Shaftsbury,Michael DeVost,IND,6,FALSE
Vermont,Shaftsbury,Wayne Billado,IND,2,FALSE
Vermont,Sharon,Phil Scott,REP,589,TRUE
Vermont,Sharon,David Zuckerman,DEM,272,FALSE
Vermont,Sharon,Kevin Hoyt,IND,12,FALSE
Vermont,Sharon,Emily Peyton,TM,7,FALSE
Vermont,Sharon,Erynn Whitney,IND,6,FALSE
Vermont,Sharon,Michael DeVost,IND,3,FALSE
Vermont,Sharon, Write-ins,WRI,2,FALSE
Vermont,Sharon,Wayne Billado,IND,1,FALSE
Vermont,Sharon,Charly Dickerson,UNA,1,FALSE
Vermont,Sheffield,Phil Scott,REP,256,TRUE
Vermont,Sheffield,David Zuckerman,DEM,82,FALSE
Vermont,Sheffield,Emily Peyton,TM,13,FALSE
Vermont,Sheffield, Write-ins,WRI,7,FALSE
Vermont,Sheffield,Michael DeVost,IND,5,FALSE
Vermont,Sheffield,Kevin Hoyt,IND,4,FALSE
Vermont,Sheffield,Charly Dickerson,UNA,1,FALSE
Vermont,Sheffield,Wayne Billado,IND,0,FALSE
Vermont,Sheffield,Erynn Whitney,IND,0,FALSE
Vermont,Berkshire,Phil Scott,REP,549,TRUE
Vermont,Berkshire,David Zuckerman,DEM,107,FALSE
Vermont,Berkshire,Kevin Hoyt,IND,13,FALSE
Vermont,Berkshire,Emily Peyton,TM,10,FALSE
Vermont,Berkshire,Wayne Billado,IND,9,FALSE
Vermont,Berkshire,Michael DeVost,IND,7,FALSE
Vermont,Berkshire, Write-ins,WRI,6,FALSE
Vermont,Berkshire,Erynn Whitney,IND,4,FALSE
Vermont,Berkshire,Charly Dickerson,UNA,2,FALSE
Vermont,Shelburne,Phil Scott,REP,3802,TRUE
Vermont,Shelburne,David Zuckerman,DEM,1482,FALSE
Vermont,Shelburne,Emily Peyton,TM,26,FALSE
Vermont,Shelburne,Kevin Hoyt,IND,10,FALSE
Vermont,Shelburne,Erynn Whitney,IND,10,FALSE
Vermont,Shelburne,Michael DeVost,IND,9,FALSE
Vermont,Shelburne, Write-ins,WRI,7,FALSE
Vermont,Shelburne,Wayne Billado,IND,6,FALSE
Vermont,Shelburne,Charly Dickerson,UNA,6,FALSE
Vermont,Sheldon,Phil Scott,REP,819,TRUE
Vermont,Sheldon,David Zuckerman,DEM,113,FALSE
Vermont,Sheldon,Wayne Billado,IND,25,FALSE
Vermont,Sheldon,Emily Peyton,TM,10,FALSE
Vermont,Sheldon,Kevin Hoyt,IND,8,FALSE
Vermont,Sheldon,Erynn Whitney,IND,8,FALSE
Vermont,Sheldon,Michael DeVost,IND,5,FALSE
Vermont,Sheldon, Write-ins,WRI,5,FALSE
Vermont,Sheldon,Charly Dickerson,UNA,0,FALSE
Vermont,Killington,Phil Scott,REP,578,TRUE
Vermont,Killington,David Zuckerman,DEM,217,FALSE
Vermont,Killington,Emily Peyton,TM,12,FALSE
Vermont,Killington,Kevin Hoyt,IND,4,FALSE
Vermont,Killington,Erynn Whitney,IND,4,FALSE
Vermont,Killington,Michael DeVost,IND,3,FALSE
Vermont,Killington,Charly Dickerson,UNA,3,FALSE
Vermont,Killington,Wayne Billado,IND,2,FALSE
Vermont,Killington, Write-ins,WRI,2,FALSE
Vermont,Shoreham,Phil Scott,REP,527,TRUE
Vermont,Shoreham,David Zuckerman,DEM,185,FALSE
Vermont,Shoreham,Kevin Hoyt,IND,10,FALSE
Vermont,Shoreham,Emily Peyton,TM,6,FALSE
Vermont,Shoreham,Wayne Billado,IND,5,FALSE
Vermont,Shoreham,Erynn Whitney,IND,3,FALSE
Vermont,Shoreham, Write-ins,WRI,2,FALSE
Vermont,Shoreham,Michael DeVost,IND,0,FALSE
Vermont,Shoreham,Charly Dickerson,UNA,0,FALSE
Vermont,Shrewsbury,Phil Scott,REP,464,TRUE
Vermont,Shrewsbury,David Zuckerman,DEM,181,FALSE
Vermont,Shrewsbury,Kevin Hoyt,IND,14,FALSE
Vermont,Shrewsbury,Emily Peyton,TM,6,FALSE
Vermont,Shrewsbury,Erynn Whitney,IND,5,FALSE
Vermont,Shrewsbury,Wayne Billado,IND,4,FALSE
Vermont,Shrewsbury, Write-ins,WRI,2,FALSE
